phylum	class
seq5192	NA	Dinophyceae
seq51926	NA	Pelagophyceae
seq5193	Platyhelminthes	Rhabditophora
seq51930	NA	Dinophyceae
seq5194	NA	Dinophyceae
seq51944	Cercozoa	Imbricatea
seq51968	Ciliophora	Litostomatea
seq5198	Bacillariophyta	Bacillariophyceae
seq51981	Arthropoda	Ostracoda
seq51998	NA	Dictyochophyceae
seq520	Basidiomycota	Malasseziomycetes
seq52013	Bacillariophyta	Coscinodiscophyceae
seq5202	NA	Cryptophyceae
seq52022	Ciliophora	Spirotrichea
seq52024	Ciliophora	Oligohymenophorea
seq5203	Euglenozoa	Euglenida
seq52031	Ciliophora	Spirotrichea
seq5207	Ciliophora	Karyorelictea
seq52084	Nematoda	Chromadorea
seq5209	NA	Dinophyceae
seq52096	Chordata	Ascidiacea
seq52124	Cercozoa	Chlorarachniophyceae
seq5213	Cercozoa	Thecofilosea
seq52150	Bacillariophyta	Bacillariophyceae
seq52152	Arthropoda	Thecostraca
seq52163	NA	Bigyra
seq52166	NA	Bigyra
seq52169	Ciliophora	Spirotrichea
seq52173	NA	Dinophyceae
seq52174	NA	Dinophyceae
seq52189	NA	Bigyra
seq52192	Ciliophora	Spirotrichea
seq5222	NA	Dictyochophyceae
seq52225	Ciliophora	Spirotrichea
seq52226	Ciliophora	Spirotrichea
seq5225	Annelida	Polychaeta
seq52250	Bacillariophyta	Fragilariophyceae
seq52258	NA	Dinophyceae
seq52278	NA	Centroplasthelida
seq52280	Ciliophora	Litostomatea
seq52286	NA	Dinophyceae
seq523	Mollusca	Gastropoda
seq52309	Bacillariophyta	Bacillariophyceae
seq52313	Chytridiomycota	Chytridiomycetes
seq52320	NA	Choanoflagellata
seq5233	NA	Dinophyceae
seq52342	NA	Bigyra
seq5238	Nematoda	Enoplea
seq5242	NA	Dinophyceae
seq52426	Ciliophora	Karyorelictea
seq5243	Basidiomycota	Cystobasidiomycetes
seq52430	Ciliophora	Litostomatea
seq5244	Ciliophora	Spirotrichea
seq5245	Ciliophora	Heterotrichea
seq52450	Chytridiomycota	Chytridiomycetes
seq52508	Ciliophora	Spirotrichea
seq5251	Nematoda	Chromadorea
seq5253	NA	Choanoflagellata
seq5255	NA	Bigyra
seq52581	Bacillariophyta	Bacillariophyceae
seq526	Platyhelminthes	Rhabditophora
seq5260	NA	Dictyochophyceae
seq5262	Nematoda	Chromadorea
seq52630	Ascomycota	Dothideomycetes
seq52640	Ciliophora	Litostomatea
seq52660	Arthropoda	Hexanauplia
seq52670	NA	Cryptophyceae
seq52693	Ciliophora	Litostomatea
seq52731	NA	Centroplasthelida
seq52740	NA	Chrysophyceae
seq52747	NA	Dinophyceae
seq52759	Bacillariophyta	Coscinodiscophyceae
seq52763	Nemertea	Pilidiophora
seq52765	Ciliophora	Oligohymenophorea
seq52767	Chytridiomycota	Chytridiomycetes
seq5277	Arthropoda	Hexanauplia
seq528	Ciliophora	Oligohymenophorea
seq52806	Arthropoda	Arachnida
seq52826	Basidiomycota	Agaricomycetes
seq5284	Platyhelminthes	Rhabditophora
seq52866	Ciliophora	Heterotrichea
seq5287	Chordata	Ascidiacea
seq5288	Bacillariophyta	Bacillariophyceae
seq52890	Nematoda	Enoplea
seq529	Bacillariophyta	Mediophyceae
seq52900	Bacillariophyta	Bacillariophyceae
seq52913	Platyhelminthes	Rhabditophora
seq5292	Annelida	Polychaeta
seq52924	NA	Dinophyceae
seq52936	Cercozoa	Imbricatea
seq52961	Nematoda	Chromadorea
seq5299	Annelida	Polychaeta
seq530	Nematoda	Chromadorea
seq53007	Bacillariophyta	Coscinodiscophyceae
seq53011	Ciliophora	Litostomatea
seq53024	Arthropoda	Arachnida
seq5304	Ciliophora	Spirotrichea
seq53080	NA	Cryptophyceae
seq53086	Acanthocephala	Palaeacanthocephala
seq5309	Ciliophora	Spirotrichea
seq531	Bacillariophyta	Mediophyceae
seq5310	Cercozoa	Thecofilosea
seq53106	NA	Dinophyceae
seq53122	Endomyxa	Ascetosporea
seq53143	NA	Dinophyceae
seq53149	Ciliophora	Spirotrichea
seq53150	Ciliophora	Spirotrichea
seq53175	Apicomplexa	Conoidasida
seq5318	NA	Centroplasthelida
seq53196	Apicomplexa	Conoidasida
seq5320	Nematoda	Enoplea
seq53201	NA	Dinophyceae
seq53206	NA	Dinophyceae
seq53215	Ciliophora	Litostomatea
seq53216	Chlorophyta	Nephroselmidophyceae
seq53217	NA	Dinophyceae
seq5322	Bacillariophyta	Coscinodiscophyceae
seq53227	Ciliophora	Oligohymenophorea
seq53251	Cnidaria	Hydrozoa
seq53281	Ascomycota	Saccharomycetes
seq53285	Ciliophora	Heterotrichea
seq53287	Streptophyta	Magnoliopsida
seq5329	Endomyxa	Ascetosporea
seq533	Platyhelminthes	Rhabditophora
seq53307	Ascomycota	Eurotiomycetes
seq53311	NA	Bigyra
seq5332	Cercozoa	Thecofilosea
seq53332	Arthropoda	Arachnida
seq53335	Apicomplexa	Conoidasida
seq5335	NA	Dinophyceae
seq53355	NA	Cryptophyceae
seq5336	NA	Synurophyceae
seq53366	NA	Dinophyceae
seq5337	Ciliophora	Litostomatea
seq53378	NA	Cryptophyceae
seq53380	Apicomplexa	Conoidasida
seq53385	Apicomplexa	Conoidasida
seq53399	Nematoda	Enoplea
seq5342	Nematoda	Enoplea
seq53424	Ascomycota	Saccharomycetes
seq53433	Nematoda	Chromadorea
seq53439	Blastocladiomycota	Blastocladiomycetes
seq53468	Ascomycota	Eurotiomycetes
seq5347	NA	Dinophyceae
seq53477	Ciliophora	Oligohymenophorea
seq53483	NA	Dinophyceae
seq5350	NA	Cryptophyceae
seq5351	Nematoda	Enoplea
seq53519	NA	Developea
seq53524	Ciliophora	Oligohymenophorea
seq53537	Bacillariophyta	Bacillariophyceae
seq5354	Ciliophora	Spirotrichea
seq53553	Arthropoda	Ostracoda
seq5357	Bacillariophyta	Bacillariophyceae
seq53574	NA	Dinophyceae
seq5358	Ciliophora	Spirotrichea
seq53583	NA	Dinophyceae
seq53597	NA	Ichthyosporea
seq536	Bacillariophyta	Bacillariophyceae
seq5362	Nematoda	Enoplea
seq53625	Ciliophora	Karyorelictea
seq53629	Endomyxa	Ascetosporea
seq5364	Ciliophora	Heterotrichea
seq53644	Cercozoa	Thecofilosea
seq53660	Ciliophora	Spirotrichea
seq53685	Ciliophora	Heterotrichea
seq5370	Bacillariophyta	Bacillariophyceae
seq53743	Ciliophora	Litostomatea
seq53769	Nematoda	Chromadorea
seq5377	Ciliophora	Litostomatea
seq53777	Annelida	Polychaeta
seq5378	Bacillariophyta	Bacillariophyceae
seq5379	Annelida	Polychaeta
seq53797	Bacillariophyta	Mediophyceae
seq538	Mollusca	Gastropoda
seq53800	Bacillariophyta	Bacillariophyceae
seq53801	NA	Dictyochophyceae
seq53816	Ciliophora	Oligohymenophorea
seq5382	Ciliophora	Spirotrichea
seq53826	NA	Bigyra
seq53833	NA	Dinophyceae
seq5387	Bacillariophyta	Coscinodiscophyceae
seq53870	Cercozoa	Imbricatea
seq53879	NA	Dinophyceae
seq53882	Arthropoda	Ostracoda
seq539	NA	Dinophyceae
seq53909	Bacillariophyta	Mediophyceae
seq5393	Ciliophora	Litostomatea
seq53944	NA	Chrysophyceae
seq53947	Apicomplexa	Marosporida
seq5395	NA	Choanoflagellata
seq53960	Platyhelminthes	Rhabditophora
seq53971	Ciliophora	Oligohymenophorea
seq53979	Ciliophora	Spirotrichea
seq5399	NA	Dinophyceae
seq53991	Platyhelminthes	Trematoda
seq53993	NA	Bigyra
seq54001	Apicomplexa	Conoidasida
seq54004	Ciliophora	Spirotrichea
seq54005	Chlorophyta	Mamiellophyceae
seq5403	NA	Choanoflagellata
seq5404	Chytridiomycota	Chytridiomycetes
seq5405	Annelida	Polychaeta
seq5406	Ciliophora	Spirotrichea
seq54060	Bacillariophyta	Fragilariophyceae
seq54061	Cercozoa	Imbricatea
seq54076	Platyhelminthes	Rhabditophora
seq541	Porifera	Demospongiae
seq54104	Ascomycota	Dothideomycetes
seq5411	Arthropoda	Arachnida
seq54116	Arthropoda	Ostracoda
seq5412	Cercozoa	Thecofilosea
seq54130	Ciliophora	Spirotrichea
seq5414	Bacillariophyta	Coscinodiscophyceae
seq54154	Basidiomycota	Agaricomycetes
seq54195	Tubulinea	Elardia
seq542	NA	Dinophyceae
seq54232	Ciliophora	Litostomatea
seq54241	NA	Dinophyceae
seq5427	Nematoda	Chromadorea
seq543	Cercozoa	Thecofilosea
seq54304	Ciliophora	Spirotrichea
seq5431	Bacillariophyta	Coscinodiscophyceae
seq54316	NA	Dinophyceae
seq54328	Ciliophora	Spirotrichea
seq54329	Ciliophora	Spirotrichea
seq54374	Platyhelminthes	Rhabditophora
seq54377	Streptophyta	Magnoliopsida
seq54379	Ciliophora	Oligohymenophorea
seq54417	Ciliophora	Litostomatea
seq5444	Bacillariophyta	Bacillariophyceae
seq54470	Ciliophora	Litostomatea
seq54493	NA	Bolidophyceae
seq545	NA	Bigyra
seq5451	Platyhelminthes	Trematoda
seq54516	NA	Dinophyceae
seq5452	NA	Chrysophyceae
seq54546	Apicomplexa	Conoidasida
seq54551	Ascomycota	Sordariomycetes
seq54597	NA	Dinophyceae
seq546	Arthropoda	Malacostraca
seq5466	Platyhelminthes	Catenulida
seq54665	Nematoda	Enoplea
seq54667	Ciliophora	Spirotrichea
seq54691	Ciliophora	Spirotrichea
seq54697	Tubulinea	Elardia
seq5471	Ciliophora	Oligohymenophorea
seq5472	NA	Cryptophyceae
seq54722	Discosea	Flabellinia
seq54725	NA	Bigyra
seq5474	Bacillariophyta	Bacillariophyceae
seq5476	Cercozoa	Thecofilosea
seq54761	Ciliophora	Oligohymenophorea
seq54788	Porifera	Calcarea
seq54792	Chytridiomycota	Chytridiomycetes
seq54797	Endomyxa	Phytomyxea
seq54801	NA	Dictyochophyceae
seq54805	NA	Dinophyceae
seq5481	NA	Dinophyceae
seq5482	Nematoda	Enoplea
seq54821	Ciliophora	Oligohymenophorea
seq54835	NA	Dinophyceae
seq5484	NA	Synurophyceae
seq5485	Euglenozoa	Euglenida
seq54866	Basidiomycota	Agaricomycetes
seq5487	Bacillariophyta	Coscinodiscophyceae
seq54875	Chytridiomycota	Chytridiomycetes
seq54895	Ciliophora	Oligohymenophorea
seq5491	Ciliophora	Litostomatea
seq54911	NA	Dictyochophyceae
seq5493	NA	Dinophyceae
seq5496	Bacillariophyta	Bacillariophyceae
seq54962	NA	Dinophyceae
seq54966	NA	Dinophyceae
seq5497	Ciliophora	Spirotrichea
seq54977	NA	Dinophyceae
seq54979	Cercozoa	Imbricatea
seq54996	Ciliophora	Heterotrichea
seq54999	Ciliophora	Armophorea
seq55	NA	Dinophyceae
seq5501	Ciliophora	Oligohymenophorea
seq5502	NA	Chrysophyceae
seq55048	NA	Bigyra
seq55083	Ciliophora	Oligohymenophorea
seq5510	Bacillariophyta	Bacillariophyceae
seq5511	NA	Phaeosacciophyceae
seq55127	Chlorophyta	Ulvophyceae
seq5513	NA	Dinophyceae
seq5514	Ciliophora	Heterotrichea
seq55144	NA	Dinophyceae
seq55162	NA	Dinophyceae
seq5517	Bacillariophyta	Coscinodiscophyceae
seq5519	Platyhelminthes	Rhabditophora
seq55193	Tubulinea	Elardia
seq552	Ciliophora	Oligohymenophorea
seq55204	Ciliophora	Spirotrichea
seq55220	NA	Cryptophyceae
seq55224	Bacillariophyta	Mediophyceae
seq55225	Bacillariophyta	Bacillariophyceae
seq55228	Bacillariophyta	Bacillariophyceae
seq55233	Cercozoa	Imbricatea
seq55238	Apicomplexa	Conoidasida
seq55239	NA	Dinophyceae
seq55240	NA	Dinophyceae
seq55241	NA	Dinophyceae
seq55245	NA	Dinophyceae
seq5525	Annelida	Polychaeta
seq55251	NA	Dinophyceae
seq55253	Apicomplexa	Conoidasida
seq55268	Nemertea	Enopla
seq5527	Chytridiomycota	Chytridiomycetes
seq55293	NA	Bigyra
seq553	Annelida	Polychaeta
seq5535	Chlorophyta	Mamiellophyceae
seq55350	Platyhelminthes	Rhabditophora
seq55352	NA	Dinophyceae
seq5536	Ciliophora	Oligohymenophorea
seq554	Porifera	Demospongiae
seq55402	Bacillariophyta	Bacillariophyceae
seq5542	Ciliophora	Litostomatea
seq55422	NA	Dinophyceae
seq55425	Basidiomycota	Exobasidiomycetes
seq55433	Ciliophora	Spirotrichea
seq55449	NA	Dictyochophyceae
seq5546	NA	Dinophyceae
seq5547	Chytridiomycota	Chytridiomycetes
seq5548	Chytridiomycota	Chytridiomycetes
seq5550	Ascomycota	Saccharomycetes
seq55501	Platyhelminthes	Monogenea
seq55507	NA	Dinophyceae
seq5551	Platyhelminthes	Catenulida
seq55514	Ciliophora	Litostomatea
seq55517	NA	Dinophyceae
seq55532	Apicomplexa	Conoidasida
seq55535	Ciliophora	Oligohymenophorea
seq5554	Ciliophora	Spirotrichea
seq55546	Nematoda	Chromadorea
seq55549	NA	Chrysophyceae
seq5555	Ciliophora	Spirotrichea
seq5556	Bacillariophyta	Coscinodiscophyceae
seq5557	Annelida	Clitellata
seq55577	NA	Bigyra
seq5560	NA	Dinophyceae
seq55602	NA	Cryptophyceae
seq5561	Ciliophora	Oligohymenophorea
seq55612	NA	Dinophyceae
seq55615	NA	Chrysophyceae
seq55618	Cercozoa	Imbricatea
seq5562	Bacillariophyta	Bacillariophyceae
seq55630	NA	Bigyra
seq55633	NA	Dinophyceae
seq55634	Chlorophyta	Pyramimonadophyceae
seq55639	Ciliophora	Litostomatea
seq55669	Chytridiomycota	Chytridiomycetes
seq55687	NA	Dinophyceae
seq55690	Bacillariophyta	Bacillariophyceae
seq55733	Nematoda	Chromadorea
seq5575	Platyhelminthes	Rhabditophora
seq55760	NA	Ichthyosporea
seq55765	NA	Choanoflagellata
seq55786	Platyhelminthes	Monogenea
seq55793	NA	Bigyra
seq55794	Ciliophora	Spirotrichea
seq55798	NA	Bigyra
seq558	Ciliophora	Spirotrichea
seq55800	NA	Bigyra
seq55802	Bacillariophyta	Coscinodiscophyceae
seq55804	Ciliophora	Litostomatea
seq55821	NA	Ichthyosporea
seq55825	Ciliophora	Spirotrichea
seq55844	NA	Bigyra
seq55849	NA	Dinophyceae
seq55883	Ciliophora	Oligohymenophorea
seq559	Platyhelminthes	Rhabditophora
seq5590	NA	Choanoflagellata
seq5592	Chlorophyta	Mamiellophyceae
seq55927	Ciliophora	Spirotrichea
seq5595	Nemertea	Pilidiophora
seq55956	Ciliophora	Litostomatea
seq5596	NA	Centroplasthelida
seq5601	Ciliophora	Spirotrichea
seq56012	Ciliophora	Plagiopylea
seq56014	Chlorophyta	Mamiellophyceae
seq5602	NA	Bigyra
seq56022	Chlorophyta	Pyramimonadophyceae
seq56024	NA	Dinophyceae
seq5603	Ciliophora	Oligohymenophorea
seq56035	NA	Bigyra
seq5604	Ciliophora	Spirotrichea
seq5605	NA	Bigyra
seq5606	Annelida	Polychaeta
seq56079	Ascomycota	Sordariomycetes
seq56097	Ciliophora	Litostomatea
seq561	Annelida	Polychaeta
seq56100	Ciliophora	Litostomatea
seq5611	NA	Bigyra
seq5612	Ciliophora	Spirotrichea
seq5619	Ciliophora	Spirotrichea
seq5620	NA	Chrysophyceae
seq5621	Ascomycota	Saccharomycetes
seq56224	Chytridiomycota	Chytridiomycetes
seq56229	Platyhelminthes	Rhabditophora
seq56236	NA	Dinophyceae
seq5624	NA	Dinophyceae
seq56242	NA	Chrysophyceae
seq56249	NA	Dinophyceae
seq5625	Cercozoa	Thecofilosea
seq56256	NA	Dinophyceae
seq5627	Nemertea	Pilidiophora
seq56282	Apicomplexa	Conoidasida
seq563	Arthropoda	Hexanauplia
seq56300	Ciliophora	Litostomatea
seq56301	NA	Dinophyceae
seq5632	Platyhelminthes	Trematoda
seq56329	NA	Cryptophyceae
seq5634	Platyhelminthes	Rhabditophora
seq56344	NA	Dinophyceae
seq5635	NA	Dinophyceae
seq56387	NA	Bigyra
seq5639	NA	Bigyra
seq564	Cercozoa	Thecofilosea
seq5640	Annelida	Clitellata
seq56403	Bacillariophyta	Bacillariophyceae
seq56415	Arthropoda	Thecostraca
seq56422	Cnidaria	Hydrozoa
seq56428	NA	Bigyra
seq56429	NA	Bigyra
seq56434	NA	Choanoflagellata
seq56444	NA	Bigyra
seq5645	Ciliophora	Spirotrichea
seq56468	NA	Filasterea
seq5647	Streptophyta	Magnoliopsida
seq5648	NA	Dinophyceae
seq56480	NA	Dinophyceae
seq56484	NA	Dinophyceae
seq5649	Ciliophora	Spirotrichea
seq5650	Arthropoda	Hexanauplia
seq56500	Nemertea	Enopla
seq5654	Ciliophora	Spirotrichea
seq56567	Ciliophora	Karyorelictea
seq56571	Ciliophora	Heterotrichea
seq56583	Ciliophora	Oligohymenophorea
seq56594	Bacillariophyta	Mediophyceae
seq566	NA	Dinophyceae
seq56600	NA	Dictyochophyceae
seq56606	Ciliophora	Litostomatea
seq56616	Ciliophora	Oligohymenophorea
seq5663	Arthropoda	Hexanauplia
seq56639	Nemertea	Pilidiophora
seq56650	Bacillariophyta	Bacillariophyceae
seq56658	Cercozoa	Imbricatea
seq5667	Ciliophora	Oligohymenophorea
seq56674	NA	Ichthyosporea
seq56691	NA	Dinophyceae
seq56731	NA	Dinophyceae
seq56742	Porifera	Calcarea
seq56758	Nematoda	Chromadorea
seq56761	NA	Dinophyceae
seq56762	NA	Dinophyceae
seq56838	NA	Bigyra
seq5684	Cercozoa	Imbricatea
seq5685	NA	Dinophyceae
seq56858	Apicomplexa	Conoidasida
seq56863	Chlorophyta	Trebouxiophyceae
seq56872	Ciliophora	Litostomatea
seq56879	Bryozoa	Gymnolaemata
seq56890	Apicomplexa	Conoidasida
seq569	Arthropoda	Hexanauplia
seq56956	Bacillariophyta	Coscinodiscophyceae
seq5697	NA	Bigyra
seq56992	NA	Dinophyceae
seq57	NA	Dinophyceae
seq570	Annelida	Polychaeta
seq5700	Nematoda	Enoplea
seq57007	NA	Dinophyceae
seq5707	Nematoda	Enoplea
seq57074	Chlorophyta	Ulvophyceae
seq57092	Platyhelminthes	Trematoda
seq571	Bacillariophyta	Mediophyceae
seq5710	Euglenozoa	Euglenida
seq57101	NA	Dictyochophyceae
seq5712	Ciliophora	Spirotrichea
seq5713	Ciliophora	Litostomatea
seq57146	Cercozoa	Thecofilosea
seq5718	Nemertea	Palaeonemertea
seq572	NA	Dinophyceae
seq5722	NA	Dinophyceae
seq5724	Ciliophora	Litostomatea
seq5725	Nematoda	Chromadorea
seq57285	Nematoda	Chromadorea
seq5729	Arthropoda	Arachnida
seq57299	Platyhelminthes	Rhabditophora
seq57312	Ciliophora	Prostomatea
seq57313	NA	Dinophyceae
seq57328	Ciliophora	Prostomatea
seq57330	Ciliophora	Spirotrichea
seq57331	Cercozoa	Imbricatea
seq57332	Ciliophora	Oligohymenophorea
seq5735	Ciliophora	Spirotrichea
seq5736	Basidiomycota	Agaricostilbomycetes
seq5738	Ciliophora	Spirotrichea
seq57398	Annelida	Polychaeta
seq574	Ciliophora	Spirotrichea
seq5740	Prasinodermophyta	Prasinodermophyceae
seq57410	NA	Cryptophyceae
seq5742	Ciliophora	Oligohymenophorea
seq5744	Ciliophora	Spirotrichea
seq5745	Nematoda	Enoplea
seq57453	Ciliophora	Oligohymenophorea
seq57466	Chlorophyta	Chlorophyceae
seq5748	Ciliophora	Litostomatea
seq57489	Ciliophora	Litostomatea
seq5749	Cercozoa	Thecofilosea
seq57496	NA	Dinophyceae
seq575	Arthropoda	Hexanauplia
seq5750	Arthropoda	Hexanauplia
seq57500	NA	Bigyra
seq57510	Ciliophora	Oligohymenophorea
seq57514	NA	Chrysophyceae
seq57517	Ciliophora	Spirotrichea
seq5752	Platyhelminthes	Rhabditophora
seq5755	Ciliophora	Oligohymenophorea
seq5756	NA	Centroplasthelida
seq5759	Chytridiomycota	Chytridiomycetes
seq576	Arthropoda	Malacostraca
seq5760	NA	Bigyra
seq5761	Platyhelminthes	Rhabditophora
seq57625	Nematoda	Enoplea
seq5764	Ciliophora	Litostomatea
seq57646	NA	Dinophyceae
seq57660	Apicomplexa	Conoidasida
seq57662	NA	Dinophyceae
seq57668	Bacillariophyta	Bacillariophyceae
seq57708	Cnidaria	Hydrozoa
seq57743	Basidiomycota	Cystobasidiomycetes
seq57744	Apicomplexa	Conoidasida
seq57758	NA	Dinophyceae
seq57759	Chlorophyta	Mamiellophyceae
seq5781	Cercozoa	Thecofilosea
seq57823	Basidiomycota	Agaricomycetes
seq57854	NA	Dinophyceae
seq5786	Ciliophora	Spirotrichea
seq5790	Bacillariophyta	Coscinodiscophyceae
seq5792	NA	Dinophyceae
seq5793	Bacillariophyta	Coscinodiscophyceae
seq57947	Nematoda	Chromadorea
seq57960	Nematoda	Enoplea
seq57963	Basidiomycota	Agaricomycetes
seq57980	Ascomycota	Eurotiomycetes
seq57992	Chytridiomycota	Chytridiomycetes
seq57999	NA	Dinophyceae
seq58005	Cercozoa	Thecofilosea
seq58015	NA	Dinophyceae
seq5804	Cnidaria	Hydrozoa
seq5807	Cercozoa	Thecofilosea
seq581	Arthropoda	Hexanauplia
seq5811	Cercozoa	Imbricatea
seq58117	NA	Dinophyceae
seq58118	NA	Dinophyceae
seq5812	NA	Dinophyceae
seq58126	NA	Dinophyceae
seq58130	Ciliophora	Oligohymenophorea
seq5816	Cnidaria	Hydrozoa
seq58162	NA	Cryptophyceae
seq5820	Bacillariophyta	Bacillariophyceae
seq5821	Ciliophora	Spirotrichea
seq58210	Bacillariophyta	Fragilariophyceae
seq58211	NA	Dinophyceae
seq5822	Chytridiomycota	Chytridiomycetes
seq58247	Chlorophyta	Ulvophyceae
seq58248	NA	Dinophyceae
seq5826	Bacillariophyta	Fragilariophyceae
seq58289	Chytridiomycota	Chytridiomycetes
seq5830	Ciliophora	Oligohymenophorea
seq58306	Bryozoa	Stenolaemata
seq58307	NA	Dinophyceae
seq5831	Ciliophora	Litostomatea
seq58324	Platyhelminthes	Rhabditophora
seq5834	Nematoda	Enoplea
seq58359	Ciliophora	Litostomatea
seq584	Cercozoa	Thecofilosea
seq58417	Basidiomycota	Cystobasidiomycetes
seq58439	Chytridiomycota	Chytridiomycetes
seq5844	Platyhelminthes	Rhabditophora
seq58446	NA	Dinophyceae
seq58448	Ciliophora	Prostomatea
seq5845	Cercozoa	Imbricatea
seq58455	Ciliophora	Litostomatea
seq58480	NA	Dinophyceae
seq5850	Ciliophora	Oligohymenophorea
seq5853	Ciliophora	Litostomatea
seq58535	Cercozoa	Imbricatea
seq58588	Ciliophora	Armophorea
seq586	Platyhelminthes	Rhabditophora
seq58611	Ciliophora	Spirotrichea
seq5863	NA	Bigyra
seq58634	Arthropoda	Malacostraca
seq5865	Ciliophora	Oligohymenophorea
seq58664	NA	Dinophyceae
seq58694	NA	Dinophyceae
seq587	Arthropoda	Hexanauplia
seq58700	NA	Bigyra
seq58701	Cercozoa	Thecofilosea
seq5871	NA	Dinophyceae
seq58741	Chytridiomycota	Chytridiomycetes
seq5875	Cercozoa	Thecofilosea
seq5876	Platyhelminthes	Rhabditophora
seq5877	Ciliophora	Spirotrichea
seq58777	NA	Dinophyceae
seq58780	Ciliophora	Litostomatea
seq5880	Arthropoda	Hexanauplia
seq5882	Ciliophora	Litostomatea
seq5888	Ciliophora	Oligohymenophorea
seq58892	Nematoda	Chromadorea
seq589	NA	Bigyra
seq58914	Porifera	Demospongiae
seq58939	NA	Dinophyceae
seq5894	Bacillariophyta	Bacillariophyceae
seq58948	NA	Dinophyceae
seq5895	NA	Phaeosacciophyceae
seq58950	Ciliophora	Oligohymenophorea
seq58953	Cercozoa	Thecofilosea
seq5898	Arthropoda	Hexanauplia
seq59	Arthropoda	Ostracoda
seq590	Annelida	Polychaeta
seq59003	NA	Dinophyceae
seq59038	NA	Centroplasthelida
seq5906	NA	Choanoflagellata
seq59078	Ciliophora	Karyorelictea
seq5908	Ciliophora	Spirotrichea
seq591	Arthropoda	Hexanauplia
seq59133	Ciliophora	Litostomatea
seq59166	NA	Dinophyceae
seq5922	NA	Choanoflagellata
seq59220	NA	Dinophyceae
seq59227	NA	Dinophyceae
seq5924	Platyhelminthes	Rhabditophora
seq5925	Ciliophora	Litostomatea
seq593	Ciliophora	Spirotrichea
seq5931	Ciliophora	Litostomatea
seq5934	Bacillariophyta	Fragilariophyceae
seq5936	Bacillariophyta	Bacillariophyceae
seq59369	NA	Bigyra
seq5938	Nemertea	Palaeonemertea
seq59404	Ciliophora	Prostomatea
seq59409	Ciliophora	Oligohymenophorea
seq5941	Bacillariophyta	Coscinodiscophyceae
seq59417	Chlorophyta	Mamiellophyceae
seq59423	NA	Chrysophyceae
seq59438	NA	Dictyochophyceae
seq5944	Ciliophora	Prostomatea
seq5945	Bacillariophyta	Bacillariophyceae
seq5946	NA	Bigyra
seq5950	Nematoda	Chromadorea
seq59507	Ciliophora	Litostomatea
seq5951	Platyhelminthes	Rhabditophora
seq59552	Ciliophora	Litostomatea
seq5956	NA	Choanoflagellata
seq59569	Ciliophora	Litostomatea
seq5957	Chytridiomycota	Chytridiomycetes
seq59579	Bacillariophyta	Bacillariophyceae
seq59599	NA	Developea
seq59612	Cercozoa	Imbricatea
seq59623	Ascomycota	Saccharomycetes
seq59625	NA	Choanoflagellata
seq59628	Arthropoda	Malacostraca
seq59653	Ciliophora	Oligohymenophorea
seq59664	Ciliophora	Oligohymenophorea
seq59699	Nematoda	Chromadorea
seq5971	Ciliophora	Spirotrichea
seq5973	Arthropoda	Hexanauplia
seq59732	NA	Dinophyceae
seq59734	Bryozoa	Stenolaemata
seq59754	Nematoda	Chromadorea
seq5976	Chlorophyta	Mamiellophyceae
seq59766	Ciliophora	Litostomatea
seq5977	Nematoda	Chromadorea
seq598	NA	Eustigmatophyceae
seq59804	Annelida	Polychaeta
seq5981	NA	Choanoflagellata
seq59818	NA	Cryptophyceae
seq5982	Ciliophora	Litostomatea
seq5984	Prasinodermophyta	Prasinodermophyceae
seq5986	Ciliophora	Litostomatea
seq59863	NA	Ichthyosporea
seq59866	NA	Dinophyceae
seq5988	Bacillariophyta	Coscinodiscophyceae
seq59881	Streptophyta	Magnoliopsida
seq5992	Euglenozoa	Euglenida
seq59934	Bacillariophyta	Coscinodiscophyceae
seq59950	NA	Dinophyceae
seq5996	Cercozoa	Thecofilosea
seq5997	Ciliophora	Spirotrichea
seq59978	Cercozoa	Imbricatea
seq5998	Bacillariophyta	Bacillariophyceae
seq59989	Ciliophora	Oligohymenophorea
seq60	Annelida	Polychaeta
seq60014	Cercozoa	Imbricatea
seq6002	Bacillariophyta	Coscinodiscophyceae
seq6003	Bacillariophyta	Fragilariophyceae
seq60037	Platyhelminthes	Rhabditophora
seq6005	Ascomycota	Pezizomycetes
seq60061	Ciliophora	Spirotrichea
seq60069	Chlorophyta	Ulvophyceae
seq60078	Ciliophora	Litostomatea
seq6009	NA	Bigyra
seq601	NA	Eustigmatophyceae
seq6010	Ciliophora	Spirotrichea
seq60110	Annelida	Polychaeta
seq6012	Cercozoa	Thecofilosea
seq60138	Ascomycota	Sordariomycetes
seq60142	NA	Dinophyceae
seq60146	Ascomycota	Sordariomycetes
seq60147	NA	Dinophyceae
seq60151	NA	Bigyra
seq60211	Cnidaria	Anthozoa
seq60234	NA	Dinophyceae
seq6028	NA	Pelagophyceae
seq60334	Cercozoa	Imbricatea
seq60357	Bacillariophyta	Fragilariophyceae
seq60363	Nematoda	Enoplea
seq6037	Apicomplexa	Marosporida
